dataset,run_name,model,n_runs,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std
metr_la,metr_la_agstt_fusion_constrained_v3,agstt,5,4.28508243560791,0.030767177982152602,8.78544578552246,0.06732207862375031,11.994390678405761,0.18206840010108816
pemsd7_228,pemsd7_agstt_fusion_constrained_v3,agstt,5,3.607661247253418,0.04617031558153247,6.882705402374268,0.0797991175158152,9.438701629638672,0.1429951768759184
